5760 5760
{'x1': 125.0, 'x2': 372.0, 'y1': 1.0, 'y2': 460.0} {'x1': 119.999744, 'x2': 372.999936, 'y1': 8.99993600000002, 'y2': 485.00019199999997}
{'x1': 138.0, 'x2': 378.0, 'y1': 29.0, 'y2': 482.0} {'x1': 132.0, 'x2': 374.999808, 'y1': 27.00006400000001, 'y2': 474.000128}
{'x1': 138.0, 'x2': 378.0, 'y1': 29.0, 'y2': 482.0} {'x1': 135.00032, 'x2': 369.000192, 'y1': 9.000191999999998, 'y2': 490.000128}
{'x1': 138.0, 'x2': 377.0, 'y1': 29.0, 'y2': 483.0} {'x1': 137.999872, 'x2': 370.99980800000003, 'y1': 37.99987199999998, 'y2': 495.99974399999996}
{'x1': 139.0, 'x2': 377.0, 'y1': 29.0, 'y2': 483.0} {'x1': 139.00032, 'x2': 367.000064, 'y1': 40.99993600000002, 'y2': 496.0}
{'x1': 139.0, 'x2': 377.0, 'y1': 29.0, 'y2': 483.0} {'x1': 136.999936, 'x2': 373.000192, 'y1': 27.999743999999993, 'y2': 473.999872}
{'x1': 139.0, 'x2': 377.0, 'y1': 29.0, 'y2': 483.0} {'x1': 140.999936, 'x2': 374.999808, 'y1': 4.0, 'y2': 490.000128}
{'x1': 139.0, 'x2': 376.0, 'y1': 29.0, 'y2': 483.0} {'x1': 138.99980799999997, 'x2': 368.0, 'y1': 35.99999999999997, 'y2': 499.00006399999995}
{'x1': 140.0, 'x2': 375.0, 'y1': 29.0, 'y2': 484.0} {'x1': 138.999808, 'x2': 362.99980800000003, 'y1': 40.99993600000002, 'y2': 496.0}
{'x1': 140.0, 'x2': 375.0, 'y1': 29.0, 'y2': 484.0} {'x1': 137.00019199999997, 'x2': 371.000064, 'y1': 26.00012799999999, 'y2': 473.00019199999997}
{'x1': 140.0, 'x2': 375.0, 'y1': 29.0, 'y2': 484.0} {'x1': 138.000128, 'x2': 370.000128, 'y1': 7.000064000000009, 'y2': 488.999936}
{'x1': 140.0, 'x2': 374.0, 'y1': 29.0, 'y2': 484.0} {'x1': 140.99968, 'x2': 369.999872, 'y1': 28.0, 'y2': 501.999872}
{'x1': 141.0, 'x2': 374.0, 'y1': 29.0, 'y2': 484.0} {'x1': 139.99974400000002, 'x2': 360.0, 'y1': 35.00006399999998, 'y2': 496.00025600000004}
{'x1': 141.0, 'x2': 374.0, 'y1': 29.0, 'y2': 484.0} {'x1': 135.000064, 'x2': 368.0, 'y1': 28.0, 'y2': 473.000192}
{'x1': 141.0, 'x2': 374.0, 'y1': 29.0, 'y2': 484.0} {'x1': 140.0, 'x2': 370.000128, 'y1': 10.00012799999999, 'y2': 489.00019199999997}
{'x1': 141.0, 'x2': 373.0, 'y1': 29.0, 'y2': 484.0} {'x1': 141.00019199999997, 'x2': 367.000064, 'y1': 22.99980800000003, 'y2': 496.99968}
{'x1': 142.0, 'x2': 372.0, 'y1': 29.0, 'y2': 485.0} {'x1': 139.99974400000002, 'x2': 360.0, 'y1': 31.00006400000001, 'y2': 493.000192}
{'x1': 142.0, 'x2': 372.0, 'y1': 29.0, 'y2': 485.0} {'x1': 140.00025599999998, 'x2': 368.0, 'y1': 30.000128000000018, 'y2': 471.000064}
{'x1': 142.0, 'x2': 372.0, 'y1': 29.0, 'y2': 485.0} {'x1': 142.00012800000002, 'x2': 368.0, 'y1': 5.999871999999982, 'y2': 492.0}
{'x1': 143.0, 'x2': 371.0, 'y1': 29.0, 'y2': 485.0} {'x1': 140.999936, 'x2': 365.999872, 'y1': 27.00006400000001, 'y2': 500.999936}
{'x1': 144.0, 'x2': 370.0, 'y1': 29.0, 'y2': 485.0} {'x1': 144.0, 'x2': 359.000064, 'y1': 28.00000000000003, 'y2': 492.99993600000005}
{'x1': 144.0, 'x2': 370.0, 'y1': 29.0, 'y2': 485.0} {'x1': 142.00012800000002, 'x2': 364.000256, 'y1': 30.000128000000018, 'y2': 471.000064}
{'x1': 144.0, 'x2': 370.0, 'y1': 29.0, 'y2': 485.0} {'x1': 140.999936, 'x2': 365.999872, 'y1': 12.99993600000002, 'y2': 486.99980800000003}
{'x1': 144.0, 'x2': 369.0, 'y1': 29.0, 'y2': 485.0} {'x1': 144.00025599999998, 'x2': 362.000128, 'y1': 28.00000000000003, 'y2': 492.99993600000005}
{'x1': 145.0, 'x2': 368.0, 'y1': 29.0, 'y2': 485.0} {'x1': 145.99987199999998, 'x2': 355.999744, 'y1': 30.00012799999999, 'y2': 488.99993599999993}
{'x1': 145.0, 'x2': 368.0, 'y1': 29.0, 'y2': 485.0} {'x1': 144.0, 'x2': 362.999808, 'y1': 31.00006400000001, 'y2': 470.000128}
{'x1': 145.0, 'x2': 368.0, 'y1': 29.0, 'y2': 485.0} {'x1': 146.000128, 'x2': 362.000128, 'y1': 15.999743999999993, 'y2': 485.999872}
{'x1': 146.0, 'x2': 367.0, 'y1': 29.0, 'y2': 485.0} {'x1': 147.00032, 'x2': 359.000064, 'y1': 21.99987200000001, 'y2': 499.00006400000007}
{'x1': 147.0, 'x2': 366.0, 'y1': 29.0, 'y2': 486.0} {'x1': 146.999808, 'x2': 354.99980800000003, 'y1': 28.000256000000007, 'y2': 487.00006399999995}
{'x1': 147.0, 'x2': 366.0, 'y1': 29.0, 'y2': 486.0} {'x1': 143.000064, 'x2': 360.0, 'y1': 30.000128000000018, 'y2': 471.000064}
{'x1': 147.0, 'x2': 366.0, 'y1': 29.0, 'y2': 486.0} {'x1': 147.99974400000002, 'x2': 371.999744, 'y1': 8.99993600000002, 'y2': 490.99980800000003}
{'x1': 147.0, 'x2': 365.0, 'y1': 29.0, 'y2': 486.0} {'x1': 146.000384, 'x2': 358.000128, 'y1': 23.000064000000037, 'y2': 497.999872}
{'x1': 148.0, 'x2': 364.0, 'y1': 29.0, 'y2': 486.0} {'x1': 149.000192, 'x2': 357.00019199999997, 'y1': 25.999871999999982, 'y2': 491.99974399999996}
{'x1': 148.0, 'x2': 364.0, 'y1': 29.0, 'y2': 486.0} {'x1': 146.999808, 'x2': 354.99980800000003, 'y1': 32.0, 'y2': 471.000064}
{'x1': 148.0, 'x2': 364.0, 'y1': 29.0, 'y2': 486.0} {'x1': 149.00019200000003, 'x2': 355.00032, 'y1': 28.00000000000003, 'y2': 492.99993600000005}
{'x1': 149.0, 'x2': 363.0, 'y1': 30.0, 'y2': 486.0} {'x1': 149.000192, 'x2': 357.00019199999997, 'y1': 23.00006399999998, 'y2': 496.0}
{'x1': 150.0, 'x2': 362.0, 'y1': 30.0, 'y2': 486.0} {'x1': 152.0, 'x2': 349.000192, 'y1': 26.999808, 'y2': 487.00006399999995}
{'x1': 150.0, 'x2': 362.0, 'y1': 30.0, 'y2': 486.0} {'x1': 149.99987199999998, 'x2': 351.999744, 'y1': 31.000320000000016, 'y2': 473.00019199999997}
{'x1': 150.0, 'x2': 362.0, 'y1': 30.0, 'y2': 486.0} {'x1': 152.0, 'x2': 351.000064, 'y1': 22.00012799999999, 'y2': 484.00025600000004}
{'x1': 151.0, 'x2': 361.0, 'y1': 30.0, 'y2': 487.0} {'x1': 150.00012800000002, 'x2': 354.000384, 'y1': 21.000192, 'y2': 494.000128}
{'x1': 152.0, 'x2': 359.0, 'y1': 30.0, 'y2': 487.0} {'x1': 152.0, 'x2': 345.999872, 'y1': 24.0, 'y2': 488.0}
{'x1': 152.0, 'x2': 359.0, 'y1': 30.0, 'y2': 487.0} {'x1': 151.000064, 'x2': 348.000256, 'y1': 31.00006400000001, 'y2': 472.0}
{'x1': 152.0, 'x2': 359.0, 'y1': 30.0, 'y2': 487.0} {'x1': 151.99974400000002, 'x2': 349.999872, 'y1': 21.999871999999982, 'y2': 484.999936}
{'x1': 153.0, 'x2': 358.0, 'y1': 30.0, 'y2': 487.0} {'x1': 151.000064, 'x2': 350.000128, 'y1': 18.00012799999999, 'y2': 499.00006399999995}
{'x1': 154.0, 'x2': 357.0, 'y1': 30.0, 'y2': 487.0} {'x1': 154.000128, 'x2': 345.00019199999997, 'y1': 24.0, 'y2': 488.0}
{'x1': 154.0, 'x2': 357.0, 'y1': 30.0, 'y2': 487.0} {'x1': 153.999872, 'x2': 345.999872, 'y1': 29.000192, 'y2': 479.00006399999995}
{'x1': 154.0, 'x2': 357.0, 'y1': 30.0, 'y2': 487.0} {'x1': 150.00012800000002, 'x2': 351.000064, 'y1': 19.999743999999993, 'y2': 490.99980800000003}
{'x1': 156.0, 'x2': 355.0, 'y1': 30.0, 'y2': 487.0} {'x1': 155.00032, 'x2': 349.000192, 'y1': 17.999871999999982, 'y2': 497.999872}
{'x1': 157.0, 'x2': 354.0, 'y1': 30.0, 'y2': 488.0} {'x1': 155.99974400000002, 'x2': 344.0, 'y1': 19.999743999999993, 'y2': 488.99993600000005}
{'x1': 157.0, 'x2': 354.0, 'y1': 30.0, 'y2': 488.0} {'x1': 156.0, 'x2': 341.999872, 'y1': 28.0, 'y2': 482.000128}
{'x1': 157.0, 'x2': 354.0, 'y1': 30.0, 'y2': 488.0} {'x1': 155.00032, 'x2': 351.000064, 'y1': 20.999679999999984, 'y2': 489.999872}
{'x1': 158.0, 'x2': 353.0, 'y1': 30.0, 'y2': 488.0} {'x1': 155.000064, 'x2': 348.0, 'y1': 21.999871999999982, 'y2': 495.99974399999996}
{'x1': 159.0, 'x2': 351.0, 'y1': 30.0, 'y2': 488.0} {'x1': 156.999936, 'x2': 342.99980800000003, 'y1': 21.000192, 'y2': 488.99993600000005}
{'x1': 159.0, 'x2': 351.0, 'y1': 30.0, 'y2': 488.0} {'x1': 154.99980800000003, 'x2': 344.999936, 'y1': 24.99993599999999, 'y2': 487.000064}
{'x1': 159.0, 'x2': 351.0, 'y1': 30.0, 'y2': 488.0} {'x1': 158.00012800000002, 'x2': 344.999936, 'y1': 21.000192, 'y2': 488.99993600000005}
{'x1': 160.0, 'x2': 350.0, 'y1': 30.0, 'y2': 488.0} {'x1': 157.99987199999998, 'x2': 343.999744, 'y1': 17.99987200000001, 'y2': 494.000128}
{'x1': 161.0, 'x2': 348.0, 'y1': 30.0, 'y2': 488.0} {'x1': 157.99987199999998, 'x2': 343.999744, 'y1': 24.0, 'y2': 488.0}
{'x1': 161.0, 'x2': 348.0, 'y1': 30.0, 'y2': 488.0} {'x1': 158.99980800000003, 'x2': 340.999936, 'y1': 28.99993599999999, 'y2': 486.999808}
{'x1': 161.0, 'x2': 348.0, 'y1': 30.0, 'y2': 488.0} {'x1': 160.999936, 'x2': 340.99968, 'y1': 22.999808, 'y2': 487.99974399999996}
{'x1': 163.0, 'x2': 347.0, 'y1': 30.0, 'y2': 488.0} {'x1': 160.999936, 'x2': 342.000128, 'y1': 18.999808, 'y2': 491.99974399999996}
{'x1': 164.0, 'x2': 345.0, 'y1': 30.0, 'y2': 488.0} {'x1': 161.99987199999998, 'x2': 336.0, 'y1': 25.999871999999982, 'y2': 488.0}
{'x1': 164.0, 'x2': 345.0, 'y1': 30.0, 'y2': 488.0} {'x1': 165.00019200000003, 'x2': 339.00032, 'y1': 31.99974400000002, 'y2': 487.999744}
{'x1': 164.0, 'x2': 345.0, 'y1': 30.0, 'y2': 488.0} {'x1': 163.99974400000002, 'x2': 337.999872, 'y1': 24.99993599999999, 'y2': 488.999936}
{'x1': 165.0, 'x2': 343.0, 'y1': 30.0, 'y2': 488.0} {'x1': 157.99987199999998, 'x2': 340.0, 'y1': 24.000256000000007, 'y2': 491.00006399999995}
{'x1': 167.0, 'x2': 342.0, 'y1': 30.0, 'y2': 488.0} {'x1': 163.00032, 'x2': 334.000128, 'y1': 29.000192, 'y2': 486.000128}
{'x1': 167.0, 'x2': 342.0, 'y1': 30.0, 'y2': 488.0} {'x1': 165.999872, 'x2': 333.999872, 'y1': 31.99974400000002, 'y2': 487.999744}
{'x1': 167.0, 'x2': 342.0, 'y1': 30.0, 'y2': 488.0} {'x1': 168.0, 'x2': 331.999744, 'y1': 20.99993599999999, 'y2': 492.999936}
{'x1': 168.0, 'x2': 340.0, 'y1': 30.0, 'y2': 488.0} {'x1': 163.00032, 'x2': 334.000128, 'y1': 22.00012799999999, 'y2': 491.00032}
{'x1': 169.0, 'x2': 339.0, 'y1': 30.0, 'y2': 488.0} {'x1': 167.000064, 'x2': 332.000256, 'y1': 29.000192, 'y2': 486.000128}
{'x1': 169.0, 'x2': 339.0, 'y1': 30.0, 'y2': 488.0} {'x1': 168.0, 'x2': 329.999872, 'y1': 26.999807999999973, 'y2': 490.999808}
{'x1': 169.0, 'x2': 339.0, 'y1': 30.0, 'y2': 488.0} {'x1': 169.000192, 'x2': 328.00025600000004, 'y1': 18.00012799999999, 'y2': 495.00032}
{'x1': 171.0, 'x2': 337.0, 'y1': 30.0, 'y2': 489.0} {'x1': 167.000064, 'x2': 332.000256, 'y1': 26.00012799999999, 'y2': 492.99993599999993}
{'x1': 172.0, 'x2': 335.0, 'y1': 30.0, 'y2': 488.0} {'x1': 171.000064, 'x2': 330.000128, 'y1': 26.999808, 'y2': 487.00006399999995}
{'x1': 172.0, 'x2': 335.0, 'y1': 30.0, 'y2': 488.0} {'x1': 171.99974400000002, 'x2': 328.0, 'y1': 26.999807999999973, 'y2': 488.999936}
{'x1': 172.0, 'x2': 335.0, 'y1': 30.0, 'y2': 488.0} {'x1': 172.00025599999998, 'x2': 327.000064, 'y1': 17.000192, 'y2': 496.00025600000004}
{'x1': 174.0, 'x2': 333.0, 'y1': 30.0, 'y2': 489.0} {'x1': 169.999872, 'x2': 329.999872, 'y1': 22.00012799999999, 'y2': 493.00019199999997}
{'x1': 175.0, 'x2': 332.0, 'y1': 30.0, 'y2': 488.0} {'x1': 173.99987199999998, 'x2': 327.999744, 'y1': 24.0, 'y2': 489.999872}
{'x1': 175.0, 'x2': 332.0, 'y1': 30.0, 'y2': 488.0} {'x1': 172.999936, 'x2': 324.999936, 'y1': 25.000192, 'y2': 490.000128}
{'x1': 175.0, 'x2': 332.0, 'y1': 30.0, 'y2': 488.0} {'x1': 175.000064, 'x2': 322.999808, 'y1': 19.999743999999993, 'y2': 490.99980800000003}
{'x1': 177.0, 'x2': 330.0, 'y1': 30.0, 'y2': 488.0} {'x1': 174.000128, 'x2': 325.00019199999997, 'y1': 21.000192, 'y2': 494.000128}
{'x1': 178.0, 'x2': 328.0, 'y1': 30.0, 'y2': 488.0} {'x1': 175.99974400000002, 'x2': 325.999872, 'y1': 23.00006399999998, 'y2': 492.00025600000004}
{'x1': 178.0, 'x2': 328.0, 'y1': 30.0, 'y2': 488.0} {'x1': 175.00032, 'x2': 322.000128, 'y1': 26.00012799999999, 'y2': 489.00019199999997}
{'x1': 178.0, 'x2': 328.0, 'y1': 30.0, 'y2': 488.0} {'x1': 178.000128, 'x2': 321.00019199999997, 'y1': 20.99993599999999, 'y2': 491.000064}
{'x1': 180.0, 'x2': 326.0, 'y1': 29.0, 'y2': 488.0} {'x1': 177.999872, 'x2': 321.999872, 'y1': 19.999743999999993, 'y2': 490.99980800000003}
{'x1': 181.0, 'x2': 324.0, 'y1': 30.0, 'y2': 488.0} {'x1': 177.000192, 'x2': 322.000128, 'y1': 19.999743999999993, 'y2': 490.99980800000003}
{'x1': 181.0, 'x2': 324.0, 'y1': 30.0, 'y2': 488.0} {'x1': 179.000064, 'x2': 316.999936, 'y1': 24.99993599999999, 'y2': 488.999936}
{'x1': 181.0, 'x2': 324.0, 'y1': 30.0, 'y2': 488.0} {'x1': 180.00025599999998, 'x2': 319.000064, 'y1': 21.999871999999982, 'y2': 493.999872}
{'x1': 183.0, 'x2': 323.0, 'y1': 29.0, 'y2': 488.0} {'x1': 179.99974400000002, 'x2': 320.0, 'y1': 25.999871999999982, 'y2': 491.99974399999996}
{'x1': 185.0, 'x2': 321.0, 'y1': 29.0, 'y2': 488.0} {'x1': 181.99987199999998, 'x2': 319.999744, 'y1': 23.000320000000016, 'y2': 490.000128}
{'x1': 185.0, 'x2': 321.0, 'y1': 29.0, 'y2': 488.0} {'x1': 182.99980800000003, 'x2': 316.999936, 'y1': 28.99993599999999, 'y2': 483.000064}
{'x1': 185.0, 'x2': 321.0, 'y1': 29.0, 'y2': 488.0} {'x1': 183.000064, 'x2': 316.000256, 'y1': 24.000256000000007, 'y2': 491.00006399999995}
{'x1': 186.0, 'x2': 319.0, 'y1': 29.0, 'y2': 488.0} {'x1': 181.99987199999998, 'x2': 316.0, 'y1': 20.99993599999999, 'y2': 492.999936}
{'x1': 188.0, 'x2': 318.0, 'y1': 29.0, 'y2': 488.0} {'x1': 183.99974400000002, 'x2': 317.999872, 'y1': 23.99999999999997, 'y2': 491.99974399999996}
{'x1': 188.0, 'x2': 318.0, 'y1': 29.0, 'y2': 488.0} {'x1': 184.0, 'x2': 315.999744, 'y1': 26.999807999999973, 'y2': 488.999936}
{'x1': 188.0, 'x2': 318.0, 'y1': 29.0, 'y2': 488.0} {'x1': 184.000256, 'x2': 313.00019199999997, 'y1': 21.999871999999982, 'y2': 492.0}
{'x1': 189.0, 'x2': 316.0, 'y1': 29.0, 'y2': 488.0} {'x1': 186.000384, 'x2': 318.000128, 'y1': 30.999808, 'y2': 477.999872}
{'x1': 191.0, 'x2': 314.0, 'y1': 29.0, 'y2': 488.0} {'x1': 186.00012800000002, 'x2': 315.000064, 'y1': 26.00012799999999, 'y2': 491.00006399999995}
{'x1': 191.0, 'x2': 314.0, 'y1': 29.0, 'y2': 488.0} {'x1': 187.000064, 'x2': 317.999872, 'y1': 24.99993599999999, 'y2': 481.999872}
{'x1': 191.0, 'x2': 314.0, 'y1': 29.0, 'y2': 488.0} {'x1': 189.000192, 'x2': 308.000256, 'y1': 23.99999999999997, 'y2': 491.99974399999996}
{'x1': 192.0, 'x2': 313.0, 'y1': 29.0, 'y2': 488.0} {'x1': 188.99993600000002, 'x2': 310.99980800000003, 'y1': 24.000256000000007, 'y2': 489.00019199999997}
{'x1': 193.0, 'x2': 311.0, 'y1': 29.0, 'y2': 488.0} {'x1': 189.00019200000003, 'x2': 312.0, 'y1': 30.99980800000003, 'y2': 488.99968}
{'x1': 193.0, 'x2': 311.0, 'y1': 29.0, 'y2': 488.0} {'x1': 188.99968, 'x2': 312.999936, 'y1': 27.00006399999998, 'y2': 481.00019199999997}
{'x1': 193.0, 'x2': 311.0, 'y1': 29.0, 'y2': 488.0} {'x1': 192.0, 'x2': 307.999744, 'y1': 29.99961600000003, 'y2': 489.999872}
{'x1': 195.0, 'x2': 309.0, 'y1': 29.0, 'y2': 488.0} {'x1': 195.000064, 'x2': 306.000128, 'y1': 31.999743999999993, 'y2': 476.99993600000005}
{'x1': 196.0, 'x2': 309.0, 'y1': 29.0, 'y2': 488.0} {'x1': 193.999872, 'x2': 307.999744, 'y1': 28.99993599999999, 'y2': 474.000128}
{'x1': 196.0, 'x2': 309.0, 'y1': 29.0, 'y2': 488.0} {'x1': 192.0, 'x2': 311.000064, 'y1': 24.000256000000007, 'y2': 480.00025600000004}
{'x1': 196.0, 'x2': 309.0, 'y1': 29.0, 'y2': 488.0} {'x1': 193.99987199999998, 'x2': 304.0, 'y1': 27.999743999999993, 'y2': 488.0}
{'x1': 197.0, 'x2': 309.0, 'y1': 29.0, 'y2': 488.0} {'x1': 195.99974400000002, 'x2': 304.0, 'y1': 28.000256000000007, 'y2': 485.00019199999997}
{'x1': 198.0, 'x2': 308.0, 'y1': 29.0, 'y2': 488.0} {'x1': 196.99993600000002, 'x2': 302.99980800000003, 'y1': 29.000192, 'y2': 477.00019199999997}
{'x1': 198.0, 'x2': 308.0, 'y1': 29.0, 'y2': 488.0} {'x1': 195.00032, 'x2': 311.000064, 'y1': 23.000320000000016, 'y2': 481.00019199999997}
{'x1': 198.0, 'x2': 308.0, 'y1': 29.0, 'y2': 488.0} {'x1': 199.999744, 'x2': 301.999872, 'y1': 24.999680000000012, 'y2': 494.99980800000003}
{'x1': 200.0, 'x2': 307.0, 'y1': 29.0, 'y2': 488.0} {'x1': 197.999872, 'x2': 301.999872, 'y1': 22.999808, 'y2': 485.999872}
{'x1': 201.0, 'x2': 307.0, 'y1': 29.0, 'y2': 488.0} {'x1': 198.00012800000002, 'x2': 303.000064, 'y1': 22.999808, 'y2': 485.999872}
{'x1': 201.0, 'x2': 307.0, 'y1': 29.0, 'y2': 488.0} {'x1': 200.999936, 'x2': 302.000128, 'y1': 30.000128000000018, 'y2': 480.0}
{'x1': 201.0, 'x2': 307.0, 'y1': 29.0, 'y2': 488.0} {'x1': 198.999808, 'x2': 300.999936, 'y1': 23.00006400000001, 'y2': 488.999936}
{'x1': 202.0, 'x2': 306.0, 'y1': 29.0, 'y2': 488.0} {'x1': 200.999936, 'x2': 300.99968, 'y1': 25.999871999999982, 'y2': 488.0}
{'x1': 204.0, 'x2': 306.0, 'y1': 29.0, 'y2': 488.0} {'x1': 200.0, 'x2': 301.000192, 'y1': 24.0, 'y2': 488.0}
{'x1': 204.0, 'x2': 306.0, 'y1': 29.0, 'y2': 488.0} {'x1': 203.00032000000002, 'x2': 301.000192, 'y1': 32.0, 'y2': 478.000128}
{'x1': 204.0, 'x2': 306.0, 'y1': 29.0, 'y2': 488.0} {'x1': 200.0, 'x2': 301.000192, 'y1': 27.00006399999998, 'y2': 490.000128}
{'x1': 205.0, 'x2': 305.0, 'y1': 29.0, 'y2': 488.0} {'x1': 204.000256, 'x2': 300.00025600000004, 'y1': 26.999808, 'y2': 483.99974399999996}
{'x1': 206.0, 'x2': 305.0, 'y1': 29.0, 'y2': 488.0} {'x1': 201.999872, 'x2': 299.999744, 'y1': 25.99987200000001, 'y2': 482.99980800000003}
{'x1': 206.0, 'x2': 305.0, 'y1': 29.0, 'y2': 488.0} {'x1': 202.999808, 'x2': 298.99980800000003, 'y1': 35.00006400000004, 'y2': 485.999872}
{'x1': 206.0, 'x2': 305.0, 'y1': 29.0, 'y2': 488.0} {'x1': 200.999936, 'x2': 300.99968, 'y1': 25.99987200000001, 'y2': 484.99968}
{'x1': 207.0, 'x2': 304.0, 'y1': 29.0, 'y2': 488.0} {'x1': 204.0, 'x2': 299.000064, 'y1': 27.999743999999993, 'y2': 480.99993600000005}
{'x1': 207.0, 'x2': 303.0, 'y1': 29.0, 'y2': 488.0} {'x1': 200.999936, 'x2': 300.99968, 'y1': 27.999743999999993, 'y2': 482.99980800000003}
{'x1': 207.0, 'x2': 303.0, 'y1': 29.0, 'y2': 488.0} {'x1': 205.99987199999998, 'x2': 299.000064, 'y1': 35.00031999999999, 'y2': 471.000064}
{'x1': 207.0, 'x2': 303.0, 'y1': 29.0, 'y2': 488.0} {'x1': 200.0, 'x2': 299.999744, 'y1': 24.99993600000002, 'y2': 485.00019199999997}
{'x1': 208.0, 'x2': 303.0, 'y1': 29.0, 'y2': 488.0} {'x1': 205.000192, 'x2': 299.00032, 'y1': 20.000256000000007, 'y2': 484.00025600000004}
{'x1': 208.0, 'x2': 302.0, 'y1': 29.0, 'y2': 488.0} {'x1': 203.000064, 'x2': 301.999872, 'y1': 27.00006400000001, 'y2': 484.999936}
{'x1': 208.0, 'x2': 302.0, 'y1': 29.0, 'y2': 488.0} {'x1': 200.999936, 'x2': 300.99968, 'y1': 37.99987200000001, 'y2': 488.99968}
{'x1': 208.0, 'x2': 302.0, 'y1': 29.0, 'y2': 488.0} {'x1': 202.00012800000002, 'x2': 299.000064, 'y1': 28.0, 'y2': 485.999872}
{'x1': 208.0, 'x2': 302.0, 'y1': 30.0, 'y2': 489.0} {'x1': 207.99974400000002, 'x2': 300.999936, 'y1': 30.999807999999973, 'y2': 476.0}
{'x1': 208.0, 'x2': 301.0, 'y1': 30.0, 'y2': 489.0} {'x1': 203.000064, 'x2': 301.999872, 'y1': 28.0, 'y2': 484.0}
{'x1': 208.0, 'x2': 301.0, 'y1': 30.0, 'y2': 489.0} {'x1': 204.0, 'x2': 299.000064, 'y1': 34.99980799999997, 'y2': 482.999808}
{'x1': 208.0, 'x2': 301.0, 'y1': 30.0, 'y2': 489.0} {'x1': 204.999936, 'x2': 300.0, 'y1': 27.999743999999993, 'y2': 488.0}
{'x1': 208.0, 'x2': 300.0, 'y1': 30.0, 'y2': 489.0} {'x1': 203.000064, 'x2': 300.0, 'y1': 21.000192, 'y2': 483.00032}
{'x1': 209.0, 'x2': 300.0, 'y1': 30.0, 'y2': 490.0} {'x1': 204.000256, 'x2': 302.000128, 'y1': 24.99993600000002, 'y2': 485.00019199999997}
{'x1': 209.0, 'x2': 300.0, 'y1': 30.0, 'y2': 490.0} {'x1': 203.000064, 'x2': 300.0, 'y1': 29.999871999999982, 'y2': 487.99974399999996}
{'x1': 209.0, 'x2': 300.0, 'y1': 30.0, 'y2': 490.0} {'x1': 206.000128, 'x2': 300.000256, 'y1': 24.0, 'y2': 488.0}
{'x1': 209.0, 'x2': 299.0, 'y1': 30.0, 'y2': 490.0} {'x1': 206.000128, 'x2': 300.000256, 'y1': 20.000256000000007, 'y2': 486.000128}
{'x1': 209.0, 'x2': 298.0, 'y1': 30.0, 'y2': 490.0} {'x1': 205.000192, 'x2': 301.00019199999997, 'y1': 23.00006399999998, 'y2': 485.00019199999997}
{'x1': 209.0, 'x2': 298.0, 'y1': 30.0, 'y2': 490.0} {'x1': 204.000256, 'x2': 300.00025600000004, 'y1': 28.99993600000002, 'y2': 492.0}
{'x1': 209.0, 'x2': 298.0, 'y1': 30.0, 'y2': 490.0} {'x1': 207.000064, 'x2': 297.999872, 'y1': 26.00012799999999, 'y2': 487.00032}
{'x1': 209.0, 'x2': 298.0, 'y1': 30.0, 'y2': 490.0} {'x1': 208.0, 'x2': 300.000256, 'y1': 22.999808, 'y2': 487.99974399999996}
{'x1': 209.0, 'x2': 298.0, 'y1': 30.0, 'y2': 491.0} {'x1': 205.99987199999998, 'x2': 300.999936, 'y1': 24.0, 'y2': 489.999872}
{'x1': 209.0, 'x2': 298.0, 'y1': 30.0, 'y2': 491.0} {'x1': 205.000192, 'x2': 301.00019199999997, 'y1': 32.00000000000003, 'y2': 490.99980800000003}
{'x1': 209.0, 'x2': 298.0, 'y1': 30.0, 'y2': 491.0} {'x1': 207.000064, 'x2': 299.00032, 'y1': 20.999679999999984, 'y2': 489.999872}
{'x1': 209.0, 'x2': 298.0, 'y1': 30.0, 'y2': 491.0} {'x1': 208.0, 'x2': 298.999808, 'y1': 17.999871999999982, 'y2': 488.999936}
{'x1': 208.0, 'x2': 298.0, 'y1': 30.0, 'y2': 491.0} {'x1': 204.999936, 'x2': 300.0, 'y1': 20.0, 'y2': 490.000128}
{'x1': 208.0, 'x2': 298.0, 'y1': 30.0, 'y2': 491.0} {'x1': 204.999936, 'x2': 300.0, 'y1': 31.000064000000037, 'y2': 489.999872}
{'x1': 208.0, 'x2': 298.0, 'y1': 30.0, 'y2': 491.0} {'x1': 205.99987199999998, 'x2': 299.000064, 'y1': 26.00012799999999, 'y2': 489.00019199999997}
{'x1': 208.0, 'x2': 298.0, 'y1': 30.0, 'y2': 491.0} {'x1': 205.99987199999998, 'x2': 299.000064, 'y1': 20.0, 'y2': 490.000128}
{'x1': 208.0, 'x2': 298.0, 'y1': 30.0, 'y2': 492.0} {'x1': 206.000128, 'x2': 300.000256, 'y1': 28.0, 'y2': 484.0}
{'x1': 208.0, 'x2': 298.0, 'y1': 30.0, 'y2': 492.0} {'x1': 206.99980799999997, 'x2': 300.0, 'y1': 31.000064000000037, 'y2': 491.00032}
{'x1': 208.0, 'x2': 298.0, 'y1': 30.0, 'y2': 492.0} {'x1': 207.000064, 'x2': 297.999872, 'y1': 21.000192, 'y2': 492.00025600000004}
{'x1': 208.0, 'x2': 299.0, 'y1': 30.0, 'y2': 492.0} {'x1': 207.000064, 'x2': 299.00032, 'y1': 18.000128000000018, 'y2': 492.0}
